Maladie,Sponsor,Statut,Titre,URL
Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,Study Details | NCT00003931 | Diagnostic Study of Gene Alterations in Patients With Acute Myeloid Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00003931?cond=Leukemia&viewType=Card&page=23&rank=230
Leukemia,Information provided by National Cancer Institute (NCI),Completed,Study Details | NCT00458523 | Alemtuzumab in Treating Patients With B,https://clinicaltrials.gov/study/NCT00458523?cond=Leukemia&viewType=Card&page=24&rank=231
Leukemia,Information provided by Takeda (Responsible Party),Completed,"Study Details | NCT05743465 | A Study to Evaluate Available Treatment Information of Ponatinib, Bosutinib, Imatinib, Dasatinib and Nilotinib in Adults With Chronic Myeloid Leukemia | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT05743465?cond=Leukemia&viewType=Card&page=24&rank=232
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Results | NCT00506597 | Erwinase Study in Patients With Acute Lymphoblastic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00506597?cond=Leukemia&viewType=Card&page=24&rank=233&tab=results
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Details | NCT00506597 | Erwinase Study in Patients With Acute Lymphoblastic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00506597?cond=Leukemia&viewType=Card&page=24&rank=233
Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,Study Details | NCT01284010 | Biomarkers in Blood and Bone Marrow Samples From Patients With Acute Lymphoblastic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01284010?cond=Leukemia&viewType=Card&page=24&rank=234
Leukemia,"Information provided by Ivan S Moiseev, St. Petersburg State Pavlov Medical University (Responsible Party)",Completed,Study Details | NCT02799147 | GVHD Prophylaxis With Post,https://clinicaltrials.gov/study/NCT02799147?cond=Leukemia&viewType=Card&page=24&rank=235
Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,Study Details | NCT01407757 | Study of Gemtuzumab Ozogamicin Therapy in DNA Samples From Patients With Acute Myeloid Leukemia Treated on COG,https://clinicaltrials.gov/study/NCT01407757?cond=Leukemia&viewType=Card&page=24&rank=236
Leukemia,Information provided by City of Hope Medical Center (Responsible Party),Completed,Study Results | NCT00723203 | Panobinostat in Treating Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia or Acute Myeloid Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00723203?cond=Leukemia&viewType=Card&page=24&rank=237&tab=results
Leukemia,Information provided by City of Hope Medical Center (Responsible Party),Terminated,Study Details | NCT00723203 | Panobinostat in Treating Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia or Acute Myeloid Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00723203?cond=Leukemia&viewType=Card&page=24&rank=237
Leukemia,Information provided by Roswell Park Cancer Institute,Completed,Study Details | NCT00053131 | Combination Chemotherapy Followed By Filgrastim or Sargramostim in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00053131?cond=Leukemia&viewType=Card&page=24&rank=238
Leukemia,"Information provided by Chongqing Precision Biotech Co., Ltd (Responsible Party)",Recruiting,Study Details | NCT04265963 | CD123-Targeted CAR,https://clinicaltrials.gov/study/NCT04265963?cond=Leukemia&viewType=Card&page=24&rank=239
Leukemia,"Information provided by University Hospital, Montpellier (Responsible Party)",Terminated,Study Details | NCT04136665 | Physical Activity Adapted at Home Supervised by Videoconferencing in Post,https://clinicaltrials.gov/study/NCT04136665?cond=Leukemia&viewType=Card&page=24&rank=240
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Terminated,Study Details | NCT00514189 | Feasibility Study of Acute Myelogenous Leukemia mRNA Plus Lysate Loaded Dendritic Cell Vaccines | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00514189?cond=Leukemia&viewType=Card&page=25&rank=241
Leukemia,Information provided by Gruppo Italiano Malattie EMatologiche dell'Adulto (Responsible Party),Completed,Study Details | NCT00482833 | Phase III Trial in Acute Promyelocytic Leukemia Patients | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00482833?cond=Leukemia&viewType=Card&page=25&rank=242
Leukemia,Information provided by Northwestern University (Responsible Party),Completed,Study Details | NCT00005795 | Arsenic Trioxide in Treating Patients With Acute Myeloid Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00005795?cond=Leukemia&viewType=Card&page=25&rank=243
Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,Study Details | NCT00004932 | STI571 in Treating Patients With Recurrent Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00004932?cond=Leukemia&viewType=Card&page=25&rank=244
Leukemia,Information provided by Dutch Childhood Oncology Group (Responsible Party),Recruiting,Study Details | NCT00550992 | Different Therapies in Treating Infants With Newly Diagnosed Acute Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00550992?cond=Leukemia&viewType=Card&page=25&rank=245
Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,Study Details | NCT01150058 | Drug Biomarkers in Cell Samples From Patients With Acute Myeloid Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01150058?cond=Leukemia&viewType=Card&page=25&rank=246
Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,Study Results | NCT00372619 | Clofarabine and Cytarabine in Treating Young Patients With Refractory or Relapsed Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00372619?cond=Leukemia&viewType=Card&page=25&rank=247&tab=results
Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,Study Details | NCT00372619 | Clofarabine and Cytarabine in Treating Young Patients With Refractory or Relapsed Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00372619?cond=Leukemia&viewType=Card&page=25&rank=247
Leukemia,"Information provided by Beijing Immunochina Medical Science & Technology Co., Ltd. (Responsible Party)",Inconnu,Study Details | NCT05309213 | Clinical Trial to Evaluate the Safety and Efficacy of IM19 CAR-T Cells in Patients With Relapsed and Refractory (R/R) B,https://clinicaltrials.gov/study/NCT05309213?cond=Leukemia&viewType=Card&page=25&rank=248
Leukemia,Information provided by Boston Medical Center,Completed,Study Details | NCT00006097 | Chemotherapy in Treating Patients With Chronic Lymphocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00006097?cond=Leukemia&viewType=Card&page=25&rank=249
Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,Study Details | NCT01016379 | Studying DNA in Blood and Bone Marrow Samples From Young Patients With Acute Lymphoblastic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01016379?cond=Leukemia&viewType=Card&page=25&rank=250
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Withdrawn,"Study Details | NCT02420938 | Urelumab (CD137 mAb) With Rituximab for Relapsed, Refractory or High",https://clinicaltrials.gov/study/NCT02420938?cond=Leukemia&viewType=Card&page=26&rank=251
Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,Study Details | NCT00896701 | Relationship Between Natural Killer Cells' Ability to Kill Leukemia Cells and the Outcome of Patients With Acute Myeloid Leukemia Previously Treated With Interleukin,https://clinicaltrials.gov/study/NCT00896701?cond=Leukemia&viewType=Card&page=26&rank=252
Leukemia,Information provided by National Cancer Institute (NCI),Completed,Study Details | NCT00963521 | Vaccine Therapy in Treating Patients With Acute Myeloid Leukemia in Complete Remission | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00963521?cond=Leukemia&viewType=Card&page=26&rank=253
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Terminated,Study Details | NCT01891981 | Study of Moxetumomab Pasudotox in Patients With Relapsed and/or Refractory Acute Lymphoblastic Leukemia (ALL) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01891981?cond=Leukemia&viewType=Card&page=26&rank=254
Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,Study Details | NCT01295476 | Biomarker Study in Bone Marrow Samples From Patients With T,https://clinicaltrials.gov/study/NCT01295476?cond=Leukemia&viewType=Card&page=26&rank=255
Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,Study Details | NCT01581528 | Studying Samples From Patients With T,https://clinicaltrials.gov/study/NCT01581528?cond=Leukemia&viewType=Card&page=26&rank=256
Leukemia,Information provided by University of New Mexico (Responsible Party),Terminated,Study Details | NCT00277056 | Dysregulated Tyrosine Kinase Signaling in Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00277056?cond=Leukemia&viewType=Card&page=26&rank=257
Leukemia,Information provided by Cancer Research UK (Responsible Party),Completed,Study Results | NCT02933320 | BI-1206 and an Anti-CD20 Antibody in Patients With CD32b Positive B,https://clinicaltrials.gov/study/NCT02933320?cond=Leukemia&viewType=Card&page=26&rank=258&tab=results
Leukemia,Information provided by Cancer Research UK (Responsible Party),Completed,Study Details | NCT02933320 | BI-1206 and an Anti-CD20 Antibody in Patients With CD32b Positive B,https://clinicaltrials.gov/study/NCT02933320?cond=Leukemia&viewType=Card&page=26&rank=258
Leukemia,Information provided by Roswell Park Cancer Institute,Completed,Study Details | NCT00053144 | Irinotecan and Cytarabine in Treating Patients With Refractory or Recurrent Acute Myeloid Leukemia or Chronic Myelogenous Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00053144?cond=Leukemia&viewType=Card&page=26&rank=259
Leukemia,Information provided by Memorial Sloan Kettering Cancer Center,Completed,Study Details | NCT00002609 | Monoclonal Antibody Therapy and Chemotherapy in Treating Patients With Acute Promyelocytic Leukemia in Remission | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00002609?cond=Leukemia&viewType=Card&page=26&rank=260
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Recruiting,"Study Details | NCT05536349 | Time-limited Triplet Combination of Pirtobrutinib, Venetoclax, and Obinutuzumab for Patients With Treatment",https://clinicaltrials.gov/study/NCT05536349?cond=Leukemia&viewType=Card&page=27&rank=261
Leukemia,Information provided by National Cancer Institute (NCI) (Eastern Cooperative Oncology Group),Inconnu,Study Details | NCT01653613 | Studying Genes in Samples From Younger Patients With Acute Lymphoblastic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01653613?cond=Leukemia&viewType=Card&page=27&rank=262
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Results | NCT01570868 | Ponatinib,https://clinicaltrials.gov/study/NCT01570868?cond=Leukemia&viewType=Card&page=27&rank=263&tab=results
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Terminated,Study Details | NCT01570868 | Ponatinib,https://clinicaltrials.gov/study/NCT01570868?cond=Leukemia&viewType=Card&page=27&rank=263
Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,Study Details | NCT00005829 | Gemcitabine in Treating Patients With Recurrent Chronic Lymphocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00005829?cond=Leukemia&viewType=Card&page=27&rank=264
Leukemia,Information provided by SWOG Cancer Research Network (Responsible Party),Completed,"Study Results | NCT00551460 | S0535, Gemtuzumab and Combination Chemotherapy in Treating Patients With Previously Untreated Acute Promyelocytic Leukemia | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT00551460?cond=Leukemia&viewType=Card&page=27&rank=265&tab=results
Leukemia,Information provided by SWOG Cancer Research Network (Responsible Party),Completed,"Study Details | NCT00551460 | S0535, Gemtuzumab and Combination Chemotherapy in Treating Patients With Previously Untreated Acute Promyelocytic Leukemia | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT00551460?cond=Leukemia&viewType=Card&page=27&rank=265
Leukemia,Information provided by Swiss Cancer Institute (Responsible Party),Completed,Study Details | NCT00003746 | Daily or Weekly Cladribine in Treating Patients With Hairy Cell Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00003746?cond=Leukemia&viewType=Card&page=27&rank=266
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Results | NCT01893320 | Study of Vosaroxin and Decitabine in Older Patients With Acute Myeloid Leukemia and High,https://clinicaltrials.gov/study/NCT01893320?cond=Leukemia&viewType=Card&page=27&rank=267&tab=results
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Details | NCT01893320 | Study of Vosaroxin and Decitabine in Older Patients With Acute Myeloid Leukemia and High,https://clinicaltrials.gov/study/NCT01893320?cond=Leukemia&viewType=Card&page=27&rank=267
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Results | NCT02441803 | Allogeneic Hematopoietic Stem Cell Transplantation (AlloSCT) Initial Salvage Therapy for Induction Failure Acute Myeloid Leukemia (AML) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02441803?cond=Leukemia&viewType=Card&page=27&rank=268&tab=results
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Details | NCT02441803 | Allogeneic Hematopoietic Stem Cell Transplantation (AlloSCT) Initial Salvage Therapy for Induction Failure Acute Myeloid Leukemia (AML) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02441803?cond=Leukemia&viewType=Card&page=27&rank=268
Leukemia,Information provided by Memorial Sloan Kettering Cancer Center (Responsible Party),Completed,Study Results | NCT00528450 | Tretinoin and Arsenic Trioxide With or Without Idarubicin in Treating Patients With Acute Promyelocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00528450?cond=Leukemia&viewType=Card&page=27&rank=269&tab=results
Leukemia,Information provided by Memorial Sloan Kettering Cancer Center (Responsible Party),Terminated,Study Details | NCT00528450 | Tretinoin and Arsenic Trioxide With or Without Idarubicin in Treating Patients With Acute Promyelocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00528450?cond=Leukemia&viewType=Card&page=27&rank=269
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Active,Study Details | NCT01046305 | Symptom Burden in Chronic Myeloid Leukemia (CML) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01046305?cond=Leukemia&viewType=Card&page=27&rank=270
Leukemia,"Information provided by Masonic Cancer Center, University of Minnesota (Responsible Party)",Terminated,Study Details | NCT00643240 | Yttrium Y 90 Anti-CD19 Antibody BU,https://clinicaltrials.gov/study/NCT00643240?cond=Leukemia&viewType=Card&page=28&rank=271
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Results | NCT02096042 | Phase I/II - Brentuximab/5,https://clinicaltrials.gov/study/NCT02096042?cond=Leukemia&viewType=Card&page=28&rank=272&tab=results
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Terminated,Study Details | NCT02096042 | Phase I/II - Brentuximab/5,https://clinicaltrials.gov/study/NCT02096042?cond=Leukemia&viewType=Card&page=28&rank=272
Leukemia,Information provided by National Cancer Institute (NCI),Recruiting,Study Details | NCT00343369 | Combination Chemotherapy in Treating Young Patients With Acute Lymphoblastic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00343369?cond=Leukemia&viewType=Card&page=28&rank=273
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Details | NCT00002844 | Bone Marrow Transplantation in Treating Patients With Chronic Lymphocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00002844?cond=Leukemia&viewType=Card&page=28&rank=274
Leukemia,Information provided by Novartis (Novartis Pharmaceuticals) (Responsible Party),Completed,Study Results | NCT02272777 | A Study of Imatinib and Nilotinib in Patients With Chronic Myelogenous Leukemia in Chronic Phase | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02272777?cond=Leukemia&viewType=Card&page=28&rank=275&tab=results
Leukemia,Information provided by Novartis (Novartis Pharmaceuticals) (Responsible Party),Completed,Study Details | NCT02272777 | A Study of Imatinib and Nilotinib in Patients With Chronic Myelogenous Leukemia in Chronic Phase | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02272777?cond=Leukemia&viewType=Card&page=28&rank=275
Leukemia,Information provided by Hospices Civils de Lyon (Responsible Party),Completed,Study Details | NCT02981784 | Comparative Evaluation of Results of Allogeneic Hematopoietic Stem Cells Versus Ponatinib in CML Patients Carrying a Mutation T315I | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02981784?cond=Leukemia&viewType=Card&page=28&rank=276
Leukemia,Information provided by National Cancer Institute (NCI),Completed,Study Details | NCT00006223 | flt3L in Treating Patients With Acute Myeloid Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00006223?cond=Leukemia&viewType=Card&page=28&rank=277
Leukemia,Information provided by Washington University School of Medicine (Responsible Party),Completed,Study Details | NCT00008697 | Arsenic Trioxide in Treating Patients With Refractory or Recurrent Acute Promyelocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00008697?cond=Leukemia&viewType=Card&page=28&rank=278
Leukemia,Information provided by Memorial Sloan Kettering Cancer Center,Completed,Study Details | NCT00016159 | Chemotherapy Plus Monoclonal Antibody in Treating Patients With Acute Promyelocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00016159?cond=Leukemia&viewType=Card&page=28&rank=279
Leukemia,"Information provided by Masonic Cancer Center, University of Minnesota (Responsible Party)",Completed,Study Results | NCT00609739 | Cytosine Arabinoside and Mitoxantrone for Patients With Juvenile Myelomonocytic Leukemia Receiving Repeat Stem Cell Transplantation | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00609739?cond=Leukemia&viewType=Card&page=28&rank=280&tab=results
Leukemia,"Information provided by Masonic Cancer Center, University of Minnesota (Responsible Party)",Terminated,Study Details | NCT00609739 | Cytosine Arabinoside and Mitoxantrone for Patients With Juvenile Myelomonocytic Leukemia Receiving Repeat Stem Cell Transplantation | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00609739?cond=Leukemia&viewType=Card&page=28&rank=280
Leukemia,Information provided by National Cancer Institute (NCI) (Responsible Party),Completed,Study Details | NCT00002705 | Topotecan in Treating Children With Refractory Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00002705?cond=Leukemia&viewType=Card&page=29&rank=281
Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,Study Details | NCT00899899 | Resistance to Methotrexate in Patients With Acute Lymphoblastic Leukemia in Relapse or Remission | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00899899?cond=Leukemia&viewType=Card&page=29&rank=282
Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,Study Details | NCT00003255 | Carboplatin Plus Topotecan in Treating Patients With Relapsed Acute Myelogenous Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00003255?cond=Leukemia&viewType=Card&page=29&rank=283
Leukemia,Information provided by Memorial Sloan Kettering Cancer Center (Responsible Party),Completed,Study Details | NCT00462787 | Combination Chemotherapy in Treating Young Patients With Relapsed or Refractory Acute Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00462787?cond=Leukemia&viewType=Card&page=29&rank=284
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Results | NCT01319981 | Hyper,https://clinicaltrials.gov/study/NCT01319981?cond=Leukemia&viewType=Card&page=29&rank=285&tab=results
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Details | NCT01319981 | Hyper,https://clinicaltrials.gov/study/NCT01319981?cond=Leukemia&viewType=Card&page=29&rank=285
Leukemia,Information provided by Memorial Sloan Kettering Cancer Center,Completed,Study Details | NCT00004052 | Vaccine Therapy in Treating Patients With Chronic Myelogenous Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00004052?cond=Leukemia&viewType=Card&page=29&rank=286
Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,Study Details | NCT01247584 | Biomarkers in Samples From Young Patients With Acute Myeloid Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01247584?cond=Leukemia&viewType=Card&page=29&rank=287
Leukemia,Information provided by Eastern Cooperative Oncology Group (ECOG-ACRIN Cancer Research Group) (Responsible Party),Completed,Study Details | NCT00900380 | Studying Tissue Samples to Learn More About Drug Resistance in Patients With Acute Myeloid Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00900380?cond=Leukemia&viewType=Card&page=29&rank=288
Leukemia,Information provided by Eastern Cooperative Oncology Group (Responsible Party),Completed,Study Results | NCT00003910 | Methotrexate With or Without Cyclophosphamide in Treating Patients With Lymphocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00003910?cond=Leukemia&viewType=Card&page=29&rank=289&tab=results
Leukemia,Information provided by Eastern Cooperative Oncology Group (Responsible Party),Terminated,Study Details | NCT00003910 | Methotrexate With or Without Cyclophosphamide in Treating Patients With Lymphocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00003910?cond=Leukemia&viewType=Card&page=29&rank=289
Leukemia,"Information provided by Shelly Brown, Ohio State University Comprehensive Cancer Center (Responsible Party)",Completed,"Study Details | NCT04597086 | Bright White Light Therapy for the Improvement of Sleep, Fatigue, Distress, Depression, and Anxiety in Hospitalized Leukemia Patients | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT04597086?cond=Leukemia&viewType=Card&page=29&rank=290
Leukemia,Information provided by Massachusetts General Hospital,Completed,Study Details | NCT00505700 | VELCADE in Combination With Idarubicin and Cytosine Arabinoside in Patients With Acute Myelogenous Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00505700?cond=Leukemia&viewType=Card&page=30&rank=291
Leukemia,Information provided by Canadian Cancer Trials Group (NCIC Clinical Trials Group) (Responsible Party),Completed,Study Details | NCT00049075 | Fludarabine in Treating Patients With Chronic Lymphocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00049075?cond=Leukemia&viewType=Card&page=30&rank=292
Leukemia,"Information provided by Reuven Schore, Children's National Research Institute (Responsible Party)",Terminated,Study Details | NCT02484261 | Monitoring and Treatment of Relapsed Leukemia Following Allogeneic Hematopoietic Stem Cell Transplantation in Children | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02484261?cond=Leukemia&viewType=Card&page=30&rank=293
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Results | NCT01752426 | Pilot Study to Determine Effects of the Btk Inhibitor PCI,https://clinicaltrials.gov/study/NCT01752426?cond=Leukemia&viewType=Card&page=30&rank=294&tab=results
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Details | NCT01752426 | Pilot Study to Determine Effects of the Btk Inhibitor PCI,https://clinicaltrials.gov/study/NCT01752426?cond=Leukemia&viewType=Card&page=30&rank=294
Leukemia,Information provided by Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Terminated,Study Details | NCT00265915 | Rituximab and GM,https://clinicaltrials.gov/study/NCT00265915?cond=Leukemia&viewType=Card&page=30&rank=295
Leukemia,Information provided by National Cancer Institute (NCI),Completed,Study Details | NCT00021983 | Immunotoxin Therapy in Treating Patients With Hairy Cell Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00021983?cond=Leukemia&viewType=Card&page=30&rank=296
Leukemia,Information provided by Eastern Cooperative Oncology Group,Completed,"Study Details | NCT00003808 | Theophylline in Treating Patients With In Situ, Stage I, or Stage II Chronic Lymphocytic Leukemia | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT00003808?cond=Leukemia&viewType=Card&page=30&rank=297
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Results | NCT02196857 | Sorafenib Plus 5-Azacitidine Initial Therapy of Patients With Acute Myeloid Leukemia (AML) and High Risk Myelodysplastic Syndrome (MS) With FLT3,https://clinicaltrials.gov/study/NCT02196857?cond=Leukemia&viewType=Card&page=30&rank=298&tab=results
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Details | NCT02196857 | Sorafenib Plus 5-Azacitidine Initial Therapy of Patients With Acute Myeloid Leukemia (AML) and High Risk Myelodysplastic Syndrome (MS) With FLT3,https://clinicaltrials.gov/study/NCT02196857?cond=Leukemia&viewType=Card&page=30&rank=298
Leukemia,Information provided by National Cancer Institute (NCI),Completed,Study Details | NCT00004218 | Chemotherapy in Treating Patients With Newly Diagnosed Chronic Lymphocytic Leukemia | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00004218?cond=Leukemia&viewType=Card&page=30&rank=299
Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Terminated,"Study Details | NCT00038805 | Nonmyeloablative Preparative Regimen Using Mylotarg for Patients With High Risk Acute Myeloid Leukemia (AML), Acute Lymphocytic Leukemia (ALL), Chronic Myeloid Leukemia (CML) and Myelodysplastic Syndrome (MDS) | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT00038805?cond=Leukemia&viewType=Card&page=30&rank=300
Prostate Cancer,"Information provided by Aliaa Bakr Ahmed, Sohag University (Responsible Party)",Inconnu,Study Details | NCT05428319 | Expression of STEAP,https://clinicaltrials.gov/study/NCT05428319?cond=Prostate%20Cancer&viewType=Card&page=1&rank=1
Prostate Cancer,"Information provided by Marianne Jensen Hjermstad, Oslo University Hospital (Responsible Party)",Completed,Study Details | NCT03088202 | PALLiON,https://clinicaltrials.gov/study/NCT03088202?cond=Prostate%20Cancer&viewType=Card&page=1&rank=2
Prostate Cancer,"Information provided by David A. Woodrum, Mayo Clinic (Responsible Party)",Withdrawn,Study Details | NCT01743638 | MR,https://clinicaltrials.gov/study/NCT01743638?cond=Prostate%20Cancer&viewType=Card&page=1&rank=3
Prostate Cancer,"Information provided by David A. Woodrum, Mayo Clinic (Responsible Party)",Active,Study Details | NCT01727284 | MR,https://clinicaltrials.gov/study/NCT01727284?cond=Prostate%20Cancer&viewType=Card&page=1&rank=4
Prostate Cancer,Information provided by Ottawa Hospital Research Institute (Responsible Party),Terminated,Study Details | NCT02177526 | Imaging of High Grade Prostate Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02177526?cond=Prostate%20Cancer&viewType=Card&page=1&rank=5
Prostate Cancer,"Information provided by Bradley (Brad) Stish, Mayo Clinic (Responsible Party)",Active,Study Details | NCT05830838 | Daily Adaptive Post,https://clinicaltrials.gov/study/NCT05830838?cond=Prostate%20Cancer&viewType=Card&page=1&rank=6
Prostate Cancer,Information provided by Yonsei University (Responsible Party),Completed,Study Details | NCT06093971 | Remimazolam Versus Propofol for General Anesthesia Induction in Patients on Renin-angiotensin System Blockers Undergoing Robot,https://clinicaltrials.gov/study/NCT06093971?cond=Prostate%20Cancer&viewType=Card&page=1&rank=7
Prostate Cancer,"Information provided by Dr. Gerard Morton, Sunnybrook Health Sciences Centre (Responsible Party)",Active,Study Details | NCT01890096 | A Phase II Trial of High Dose,https://clinicaltrials.gov/study/NCT01890096?cond=Prostate%20Cancer&viewType=Card&page=1&rank=8
Prostate Cancer,"Information provided by Alfredo Berruti, Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia (Responsible Party)",Completed,Study Details | NCT05265988 | Multiparametric Assessment of Bone Response in mCRPC Patients Treated With Cabozantinib | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05265988?cond=Prostate%20Cancer&viewType=Card&page=1&rank=9
