Cancer,Trial_ID,Title,Sponsor,Status,URL
Leukemia,NCT06095726,Peppermint Inhalation Versus Swedish Massage on Chemotherapy Induced,Information provided by Alexandria University (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT06095726?cond=Leukemia&viewType=Card&page=17&rank=167
Leukemia,NCT04272125,Safety and Efficacy of CD123-Targeted CAR,"Information provided by Chongqing Precision Biotech Co., Ltd (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT04272125?cond=Leukemia&viewType=Card&page=17&rank=168
Leukemia,NCT06890494,Clinical Study on the Safety and Efficacy of BiTE-EV in Relapsed/Refractory Acute B,"Information provided by Jing Pan, Beijing GoBroad Hospital (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06890494?cond=Leukemia&viewType=Card&page=17&rank=169
Leukemia,NCT06643962,Venetoclax Combined with Intensive Therapy for Acute Myeloid Leukemia Patients with Lower Early Peripheral Blast Clearance Rate After Standard Induction Therapy,Information provided by Affiliated Hospital of Nantong University (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06643962?cond=Leukemia&viewType=Card&page=17&rank=170
Leukemia,NCT04100187,Immunotherapy With CD19 CAR T-cells for B,Information provided by Kecellitics Biotech Company Ltd (Responsible Party),Inconnu,https://clinicaltrials.gov/study/NCT04100187?cond=Leukemia&viewType=Card&page=18&rank=171
Leukemia,NCT06522373,Phase I Trial of MT,Information provided by M.D. Anderson Cancer Center (Responsible Party),Withdrawn,https://clinicaltrials.gov/study/NCT06522373?cond=Leukemia&viewType=Card&page=18&rank=172
Leukemia,NCT02860793,Role of PTK,Information provided by Institut Paoli-Calmettes (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02860793?cond=Leukemia&viewType=Card&page=18&rank=173
Leukemia,NCT01500499,Role of Biomarkers in Disease Progression in Samples From Patients With Acute Myeloid Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01500499?cond=Leukemia&viewType=Card&page=18&rank=174
Leukemia,NCT00003437,Hormone Therapy Plus Chemotherapy in Treating Children With Acute Lymphoblastic Leukemia,Information provided by National Cancer Institute (NCI),Active,https://clinicaltrials.gov/study/NCT00003437?cond=Leukemia&viewType=Card&page=18&rank=175
Leukemia,NCT06360718,"Effects of Using a Storybook, to Explain Leukemia to Children Versus the Standard Child Life Intervention, on Parental Stress.","Information provided by Erin Shields, Children's Hospital Los Angeles (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06360718?cond=Leukemia&viewType=Card&page=18&rank=176
Leukemia,NCT00460421,A Phase 1 Dose,Information provided by Swedish Orphan Biovitrum (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00460421?cond=Leukemia&viewType=Card&page=18&rank=177&tab=results
Leukemia,NCT00258271,"Cladribine, Cytarabine, and Imatinib Mesylate in Treating Patients With Refractory or Relapsed Acute Myeloid Leukemia or Blastic Phase Chronic Myelogenous Leukemia",Information provided by University of Rochester (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00258271?cond=Leukemia&viewType=Card&page=18&rank=178
Leukemia,NCT07264010,"Sorafenib Combined With Venetoclax as Pre-emptive Therapy Strategy for MRD+ AML: a Prospective, Single","Information provided by Nanfang Hospital, Southern Medical University (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT07264010?cond=Leukemia&viewType=Card&page=18&rank=179
Leukemia,NCT06578247,Quizartinib or Placebo Plus Chemotherapy in Newly Diagnosed Patients With FLT3,Information provided by Daiichi Sankyo (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06578247?cond=Leukemia&viewType=Card&page=18&rank=180
Leukemia,NCT00083070,Temozolomide in Treating Young Patients With Refractory or Recurrent Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00083070?cond=Leukemia&viewType=Card&page=19&rank=181
Leukemia,NCT00898092,Genetics Study of Tissue Collected From Patients With Acute Myeloid Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Active,https://clinicaltrials.gov/study/NCT00898092?cond=Leukemia&viewType=Card&page=19&rank=182
Leukemia,NCT01794702,"Decitabine Followed by Clofarabine, Idarubicin, and Cytarabine in Acute Leukemia",Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01794702?cond=Leukemia&viewType=Card&page=19&rank=183&tab=results
Leukemia,NCT05086315,"First-in-human Study of SAR443579 Infusion in Male and Female Children and Adult Participants With Relapsed or Refractory Acute Myeloid Leukemia (R/R AML), B-cell Acute Lymphoblastic Leukemia (B-ALL), High Risk-myelodysplasia (HR",Information provided by Sanofi (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT05086315?cond=Leukemia&viewType=Card&page=19&rank=184
Leukemia,NCT00898456,Multidrug Resistance Genes in Patients With Acute Myeloid Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Active,https://clinicaltrials.gov/study/NCT00898456?cond=Leukemia&viewType=Card&page=19&rank=185
Leukemia,NCT01656031,A Phase II Open-Label Study of High,Information provided by Wake Forest University Health Sciences (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01656031?cond=Leukemia&viewType=Card&page=19&rank=186&tab=results
Leukemia,NCT00004009,R115777 in Treating Patients With Refractory or Recurrent Acute Leukemia or Chronic Myelogenous Leukemia,"Information provided by University of Maryland, Baltimore (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00004009?cond=Leukemia&viewType=Card&page=19&rank=187
Leukemia,NCT00509600,Etanercept (Enbrel) for Juvenile Myelomonocytic Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00509600?cond=Leukemia&viewType=Card&page=19&rank=188&tab=results
Leukemia,NCT01235117,Azacitidine in Treating Patients With Chronic Myelomonocytic Leukemia,Information provided by National Cancer Institute (NCI),Completed,https://clinicaltrials.gov/study/NCT01235117?cond=Leukemia&viewType=Card&page=19&rank=189
Leukemia,NCT01786343,Decitabine for Older or Unfit Patients With Acute Myeloid Leukemia (AML),Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01786343?cond=Leukemia&viewType=Card&page=19&rank=190&tab=results
Leukemia,NCT02652871,"LY2510924, Idarubicin and Cytarabine in Patients With Relapsed or Refractory Acute Myeloid Leukemia",Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02652871?cond=Leukemia&viewType=Card&page=20&rank=191
Leukemia,NCT01431664,AT9283 in Treating Young Patients With Relapsed or Refractory Acute Leukemia,Information provided by Cancer Research UK (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01431664?cond=Leukemia&viewType=Card&page=20&rank=192
Leukemia,NCT00503256,Genetic Study of Chronic Lymphocytic Leukemia Families,Information provided by M.D. Anderson Cancer Center (Responsible Party),Active,https://clinicaltrials.gov/study/NCT00503256?cond=Leukemia&viewType=Card&page=20&rank=193
Leukemia,NCT02141477,Omacetaxine and Decitabine in Acute Myelogenous Leukemia (AML) and Myelodysplastic Syndrome (MDS),Information provided by M.D. Anderson Cancer Center (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT02141477?cond=Leukemia&viewType=Card&page=20&rank=194
Leukemia,NCT02225574,"An Open-Label, Phase I/II Study of Nilotinib (Tasigna) and MEK-162 (ARRY",Information provided by M.D. Anderson Cancer Center (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT02225574?cond=Leukemia&viewType=Card&page=20&rank=195
Leukemia,NCT00967057,Combination Chemotherapy in Treating Young Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia,Information provided by National Cancer Institute (NCI),Completed,https://clinicaltrials.gov/study/NCT00967057?cond=Leukemia&viewType=Card&page=20&rank=196
Leukemia,NCT01057199,Studying Biomarkers in Cell Samples From Patients With Acute Myeloid Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01057199?cond=Leukemia&viewType=Card&page=20&rank=197
Leukemia,NCT02028039,IPI,Information provided by M.D. Anderson Cancer Center (Responsible Party),Withdrawn,https://clinicaltrials.gov/study/NCT02028039?cond=Leukemia&viewType=Card&page=20&rank=198
Leukemia,NCT00003230,Paclitaxel in Treating Patients With Refractory or Recurrent Acute Leukemia or Chronic Myelogenous Leukemia,Information provided by Swiss Cancer Institute (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00003230?cond=Leukemia&viewType=Card&page=20&rank=199
Leukemia,NCT00002534,Bone Marrow Transplantation in Treating Patients With Acute Leukemia in First or Second Remission,Information provided by Memorial Sloan Kettering Cancer Center,Completed,https://clinicaltrials.gov/study/NCT00002534?cond=Leukemia&viewType=Card&page=20&rank=200
Leukemia,NCT00003305,Aminopterin in Treating Patients With Refractory Leukemia,Information provided by National Cancer Institute (NCI),Completed,https://clinicaltrials.gov/study/NCT00003305?cond=Leukemia&viewType=Card&page=21&rank=201
Leukemia,NCT00429910,Natural History Study of Patients With Chronic Myelogenous Leukemia,"Information provided by Jerome Ritz, MD, Dana-Farber Cancer Institute (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00429910?cond=Leukemia&viewType=Card&page=21&rank=202
Leukemia,NCT06824168,Evaluation of Two Dose Levels of Quizartinib as Maintenance in FLT3,Information provided by Daiichi Sankyo (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06824168?cond=Leukemia&viewType=Card&page=21&rank=203
Leukemia,NCT00004905,Combination Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Patients With Chronic Myelogenous Leukemia or Acute Leukemia,Information provided by National Cancer Institute (NCI),Completed,https://clinicaltrials.gov/study/NCT00004905?cond=Leukemia&viewType=Card&page=21&rank=204
Leukemia,NCT01137747,Carfilzomib in Patients With Relapsed Acute Myeloid or Acute Lymphoblastic Leukemia,Information provided by Washington University School of Medicine (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01137747?cond=Leukemia&viewType=Card&page=21&rank=205
Leukemia,NCT01092741,Late Chronic Phase Chronic Myelogenous Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01092741?cond=Leukemia&viewType=Card&page=21&rank=206
Leukemia,NCT01251965,Phase l/II Study of Ruxolitinib for Acute Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01251965?cond=Leukemia&viewType=Card&page=21&rank=207&tab=results
Leukemia,NCT00003735,"Chemotherapy in Treating Children With Relapsed Acute Leukemia, Acute Myeloid Leukemia, or Blastic Phase Chronic Myelogenous Leukemia",Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00003735?cond=Leukemia&viewType=Card&page=21&rank=208
Leukemia,NCT00295841,Cytarabine and Clofarabine in Treating Patients With Refractory or Relapsed Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia,Information provided by Wake Forest University Health Sciences (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00295841?cond=Leukemia&viewType=Card&page=21&rank=209
Leukemia,NCT01005368,Study of Biomarkers in Blood and Bone Marrow Samples From Patients With Previously Untreated Chronic Lymphocytic Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01005368?cond=Leukemia&viewType=Card&page=21&rank=210
Leukemia,NCT02302846,Study of MLN9708 as Maintenance Therapy for Patients With Acute Myeloid Leukemia (AML) and High Risk Myelodysplastic Syndrome (MDS) in Remission,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02302846?cond=Leukemia&viewType=Card&page=22&rank=211&tab=results
Leukemia,NCT00006462,Gemcitabine in Treating Children With Relapsed or Refractory Acute Lymphoblastic Leukemia or Acute Myelogenous Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00006462?cond=Leukemia&viewType=Card&page=22&rank=212
Leukemia,NCT03564470,Precision Diagnosis Directing HDACi and TKI Target Therapy for Adult Ph,"Information provided by Hongsheng Zhou. M.D., Ph.D, Nanfang Hospital, Southern Medical University (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT03564470?cond=Leukemia&viewType=Card&page=22&rank=213
Leukemia,NCT00276601,Combination Chemotherapy in Treating Patients With Acute Promyelocytic Leukemia,Information provided by Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Completed,https://clinicaltrials.gov/study/NCT00276601?cond=Leukemia&viewType=Card&page=22&rank=214
Leukemia,NCT00899652,DNA Analysis of Bone Marrow and Blood Samples From Young Patients With Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00899652?cond=Leukemia&viewType=Card&page=22&rank=215
Leukemia,NCT00021242,Docetaxel in Treating Children With Relapsed or Refractory Acute Lymphoblastic or Acute Myeloid Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00021242?cond=Leukemia&viewType=Card&page=22&rank=216
Leukemia,NCT00004862,Augmerosen Plus Fludarabine and Cytarabine in Treating Patients With Refractory or Relapsed Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia,Information provided by National Cancer Institute (NCI) (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00004862?cond=Leukemia&viewType=Card&page=22&rank=217
Leukemia,NCT01229124,RNA Biomarkers in Tissue Samples From Infants With Acute Myeloid Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01229124?cond=Leukemia&viewType=Card&page=22&rank=218
Leukemia,NCT00015860,STI571 Plus Combination Chemotherapy in Treating Patients With Chronic Myelogenous Leukemia or Acute Lymphocytic Leukemia,Information provided by National Cancer Institute (NCI),Completed,https://clinicaltrials.gov/study/NCT00015860?cond=Leukemia&viewType=Card&page=22&rank=219
Leukemia,NCT03244306,A Phase 1 Study of CD22,"Information provided by Colleen Annesley, Seattle Children's Hospital (Responsible Party)",Active,https://clinicaltrials.gov/study/NCT03244306?cond=Leukemia&viewType=Card&page=22&rank=220
Leukemia,NCT00502983,Molecular Epidemiology of Acute Myelogenous Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Active,https://clinicaltrials.gov/study/NCT00502983?cond=Leukemia&viewType=Card&page=23&rank=221
Leukemia,NCT02481297,"Lirilumab With Rituximab for Relapsed, Refractory or High",Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02481297?cond=Leukemia&viewType=Card&page=23&rank=222&tab=results
Leukemia,NCT02194374,Autologous ROR1R-CAR,Information provided by M.D. Anderson Cancer Center (Responsible Party),Withdrawn,https://clinicaltrials.gov/study/NCT02194374?cond=Leukemia&viewType=Card&page=23&rank=223
Leukemia,NCT01059734,S9031-S9126-S9333-S9500,Information provided by SWOG Cancer Research Network (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01059734?cond=Leukemia&viewType=Card&page=23&rank=224
Leukemia,NCT00816283,Dasatinib and Vorinostat in Treating Patients With Accelerated Phase or Blastic Phase Chronic Myelogenous Leukemia or Acute Lymphoblastic Leukemia,Information provided by City of Hope Medical Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00816283?cond=Leukemia&viewType=Card&page=23&rank=225
Leukemia,NCT05480501,Clinical Trial to Evaluate the Safety and Efficacy of IM19 CAR-T Cells in Patients With Relapsed and Refractory (R/R) B,"Information provided by Beijing Immunochina Medical Science & Technology Co., Ltd. (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05480501?cond=Leukemia&viewType=Card&page=23&rank=226
Leukemia,NCT01385150,Biomarkers in Blood Samples From Patients With Acute Myeloid Leukemia,Information provided by Eastern Cooperative Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01385150?cond=Leukemia&viewType=Card&page=23&rank=227
Leukemia,NCT00940342,Rituximab Plus Sargramostim (GM,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00940342?cond=Leukemia&viewType=Card&page=23&rank=228&tab=results
Leukemia,NCT01156883,Combination Chemotherapy in Treating Young Adult Patients With Acute Lymphoblastic Leukemia,Information provided by Gruppo Italiano Malattie EMatologiche dell'Adulto (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01156883?cond=Leukemia&viewType=Card&page=23&rank=229
Leukemia,NCT00003931,Diagnostic Study of Gene Alterations in Patients With Acute Myeloid Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00003931?cond=Leukemia&viewType=Card&page=23&rank=230
Leukemia,NCT00458523,Alemtuzumab in Treating Patients With B,Information provided by National Cancer Institute (NCI),Completed,https://clinicaltrials.gov/study/NCT00458523?cond=Leukemia&viewType=Card&page=24&rank=231
Leukemia,NCT05743465,"A Study to Evaluate Available Treatment Information of Ponatinib, Bosutinib, Imatinib, Dasatinib and Nilotinib in Adults With Chronic Myeloid Leukemia",Information provided by Takeda (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT05743465?cond=Leukemia&viewType=Card&page=24&rank=232
Leukemia,NCT00506597,Erwinase Study in Patients With Acute Lymphoblastic Leukemia,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00506597?cond=Leukemia&viewType=Card&page=24&rank=233&tab=results
Leukemia,NCT01284010,Biomarkers in Blood and Bone Marrow Samples From Patients With Acute Lymphoblastic Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01284010?cond=Leukemia&viewType=Card&page=24&rank=234
Leukemia,NCT02799147,GVHD Prophylaxis With Post,"Information provided by Ivan S Moiseev, St. Petersburg State Pavlov Medical University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT02799147?cond=Leukemia&viewType=Card&page=24&rank=235
Leukemia,NCT01407757,Study of Gemtuzumab Ozogamicin Therapy in DNA Samples From Patients With Acute Myeloid Leukemia Treated on COG,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01407757?cond=Leukemia&viewType=Card&page=24&rank=236
Leukemia,NCT00723203,Panobinostat in Treating Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia or Acute Myeloid Leukemia,Information provided by City of Hope Medical Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00723203?cond=Leukemia&viewType=Card&page=24&rank=237&tab=results
Leukemia,NCT00053131,Combination Chemotherapy Followed By Filgrastim or Sargramostim in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia,Information provided by Roswell Park Cancer Institute,Completed,https://clinicaltrials.gov/study/NCT00053131?cond=Leukemia&viewType=Card&page=24&rank=238
Leukemia,NCT04265963,CD123-Targeted CAR,"Information provided by Chongqing Precision Biotech Co., Ltd (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT04265963?cond=Leukemia&viewType=Card&page=24&rank=239
Leukemia,NCT04136665,Physical Activity Adapted at Home Supervised by Videoconferencing in Post,"Information provided by University Hospital, Montpellier (Responsible Party)",Terminated,https://clinicaltrials.gov/study/NCT04136665?cond=Leukemia&viewType=Card&page=24&rank=240
Leukemia,NCT00514189,Feasibility Study of Acute Myelogenous Leukemia mRNA Plus Lysate Loaded Dendritic Cell Vaccines,Information provided by M.D. Anderson Cancer Center (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT00514189?cond=Leukemia&viewType=Card&page=25&rank=241
Leukemia,NCT00482833,Phase III Trial in Acute Promyelocytic Leukemia Patients,Information provided by Gruppo Italiano Malattie EMatologiche dell'Adulto (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00482833?cond=Leukemia&viewType=Card&page=25&rank=242
Leukemia,NCT00005795,Arsenic Trioxide in Treating Patients With Acute Myeloid Leukemia,Information provided by Northwestern University (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00005795?cond=Leukemia&viewType=Card&page=25&rank=243
Leukemia,NCT00004932,STI571 in Treating Patients With Recurrent Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00004932?cond=Leukemia&viewType=Card&page=25&rank=244
Leukemia,NCT00550992,Different Therapies in Treating Infants With Newly Diagnosed Acute Leukemia,Information provided by Dutch Childhood Oncology Group (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT00550992?cond=Leukemia&viewType=Card&page=25&rank=245
Leukemia,NCT01150058,Drug Biomarkers in Cell Samples From Patients With Acute Myeloid Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01150058?cond=Leukemia&viewType=Card&page=25&rank=246
Leukemia,NCT00372619,Clofarabine and Cytarabine in Treating Young Patients With Refractory or Relapsed Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00372619?cond=Leukemia&viewType=Card&page=25&rank=247&tab=results
Leukemia,NCT05309213,Clinical Trial to Evaluate the Safety and Efficacy of IM19 CAR-T Cells in Patients With Relapsed and Refractory (R/R) B,"Information provided by Beijing Immunochina Medical Science & Technology Co., Ltd. (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT05309213?cond=Leukemia&viewType=Card&page=25&rank=248
Leukemia,NCT00006097,Chemotherapy in Treating Patients With Chronic Lymphocytic Leukemia,Information provided by Boston Medical Center,Completed,https://clinicaltrials.gov/study/NCT00006097?cond=Leukemia&viewType=Card&page=25&rank=249
Leukemia,NCT01016379,Studying DNA in Blood and Bone Marrow Samples From Young Patients With Acute Lymphoblastic Leukemia,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01016379?cond=Leukemia&viewType=Card&page=25&rank=250
Leukemia,NCT02420938,"Urelumab (CD137 mAb) With Rituximab for Relapsed, Refractory or High",Information provided by M.D. Anderson Cancer Center (Responsible Party),Withdrawn,https://clinicaltrials.gov/study/NCT02420938?cond=Leukemia&viewType=Card&page=26&rank=251
Leukemia,NCT00896701,Relationship Between Natural Killer Cells' Ability to Kill Leukemia Cells and the Outcome of Patients With Acute Myeloid Leukemia Previously Treated With Interleukin,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00896701?cond=Leukemia&viewType=Card&page=26&rank=252
Leukemia,NCT00963521,Vaccine Therapy in Treating Patients With Acute Myeloid Leukemia in Complete Remission,Information provided by National Cancer Institute (NCI),Completed,https://clinicaltrials.gov/study/NCT00963521?cond=Leukemia&viewType=Card&page=26&rank=253
Leukemia,NCT01891981,Study of Moxetumomab Pasudotox in Patients With Relapsed and/or Refractory Acute Lymphoblastic Leukemia (ALL),Information provided by M.D. Anderson Cancer Center (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT01891981?cond=Leukemia&viewType=Card&page=26&rank=254
Leukemia,NCT01295476,Biomarker Study in Bone Marrow Samples From Patients With T,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01295476?cond=Leukemia&viewType=Card&page=26&rank=255
Leukemia,NCT01581528,Studying Samples From Patients With T,Information provided by Children's Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01581528?cond=Leukemia&viewType=Card&page=26&rank=256
Leukemia,NCT00277056,Dysregulated Tyrosine Kinase Signaling in Leukemia,Information provided by University of New Mexico (Responsible Party),Terminated,https://clinicaltrials.gov/study/NCT00277056?cond=Leukemia&viewType=Card&page=26&rank=257
Leukemia,NCT02933320,BI-1206 and an Anti-CD20 Antibody in Patients With CD32b Positive B,Information provided by Cancer Research UK (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02933320?cond=Leukemia&viewType=Card&page=26&rank=258&tab=results
Leukemia,NCT00053144,Irinotecan and Cytarabine in Treating Patients With Refractory or Recurrent Acute Myeloid Leukemia or Chronic Myelogenous Leukemia,Information provided by Roswell Park Cancer Institute,Completed,https://clinicaltrials.gov/study/NCT00053144?cond=Leukemia&viewType=Card&page=26&rank=259
Leukemia,NCT00002609,Monoclonal Antibody Therapy and Chemotherapy in Treating Patients With Acute Promyelocytic Leukemia in Remission,Information provided by Memorial Sloan Kettering Cancer Center,Completed,https://clinicaltrials.gov/study/NCT00002609?cond=Leukemia&viewType=Card&page=26&rank=260
Leukemia,NCT05536349,"Time-limited Triplet Combination of Pirtobrutinib, Venetoclax, and Obinutuzumab for Patients With Treatment",Information provided by M.D. Anderson Cancer Center (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05536349?cond=Leukemia&viewType=Card&page=27&rank=261
Leukemia,NCT01653613,Studying Genes in Samples From Younger Patients With Acute Lymphoblastic Leukemia,Information provided by National Cancer Institute (NCI) (Eastern Cooperative Oncology Group),Inconnu,https://clinicaltrials.gov/study/NCT01653613?cond=Leukemia&viewType=Card&page=27&rank=262
Leukemia,NCT01570868,Ponatinib,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01570868?cond=Leukemia&viewType=Card&page=27&rank=263&tab=results
Leukemia,NCT00005829,Gemcitabine in Treating Patients With Recurrent Chronic Lymphocytic Leukemia,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00005829?cond=Leukemia&viewType=Card&page=27&rank=264
Leukemia,NCT00551460,"S0535, Gemtuzumab and Combination Chemotherapy in Treating Patients With Previously Untreated Acute Promyelocytic Leukemia",Information provided by SWOG Cancer Research Network (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00551460?cond=Leukemia&viewType=Card&page=27&rank=265&tab=results
Leukemia,NCT00003746,Daily or Weekly Cladribine in Treating Patients With Hairy Cell Leukemia,Information provided by Swiss Cancer Institute (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00003746?cond=Leukemia&viewType=Card&page=27&rank=266
Leukemia,NCT01893320,Study of Vosaroxin and Decitabine in Older Patients With Acute Myeloid Leukemia and High,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01893320?cond=Leukemia&viewType=Card&page=27&rank=267&tab=results
Leukemia,NCT02441803,Allogeneic Hematopoietic Stem Cell Transplantation (AlloSCT) Initial Salvage Therapy for Induction Failure Acute Myeloid Leukemia (AML),Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02441803?cond=Leukemia&viewType=Card&page=27&rank=268&tab=results
Leukemia,NCT00528450,Tretinoin and Arsenic Trioxide With or Without Idarubicin in Treating Patients With Acute Promyelocytic Leukemia,Information provided by Memorial Sloan Kettering Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00528450?cond=Leukemia&viewType=Card&page=27&rank=269&tab=results
Leukemia,NCT01046305,Symptom Burden in Chronic Myeloid Leukemia (CML),Information provided by M.D. Anderson Cancer Center (Responsible Party),Active,https://clinicaltrials.gov/study/NCT01046305?cond=Leukemia&viewType=Card&page=27&rank=270
Leukemia,NCT00643240,Yttrium Y 90 Anti-CD19 Antibody BU,"Information provided by Masonic Cancer Center, University of Minnesota (Responsible Party)",Terminated,https://clinicaltrials.gov/study/NCT00643240?cond=Leukemia&viewType=Card&page=28&rank=271
Leukemia,NCT02096042,Phase I/II - Brentuximab/5,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02096042?cond=Leukemia&viewType=Card&page=28&rank=272&tab=results
